17:07:52.589779 ARP, Request who-has 192.168.15.130 (Broadcast) tell 192.168.15.129, length 46
17:07:52.590913 ARP, Reply 192.168.15.130 is-at 00:0c:29:66:2d:38 (oui Unknown), length 46
17:07:52.791662 IP 192.168.15.129.36294 > 192.168.15.2.domain: 6776+ PTR? 130.15.168.192.in-addr.arpa. (45)
17:07:52.804941 IP 192.168.15.2.domain > 192.168.15.129.36294: 6776 NXDomain 0/0/0 (45)
17:07:52.806720 IP 192.168.15.129.36884 > 192.168.15.130.loc-srv: Flags [S], seq 2929750036, win 1024, options [mss 1460], length 0
17:07:57.792446 IP 192.168.15.129.36886 > 192.168.15.130.2038: Flags [S], seq 2929881110, win 1024, options [mss 1460], length 0
17:07:57.793002 IP 192.168.15.130.2038 > 192.168.15.129.36886: Flags [R.], seq 0, ack 2929881111, win 0, length 0
17:07:57.802154 ARP, Request who-has 192.168.15.2 tell 192.168.15.129, length 46
17:07:57.802513 ARP, Reply 192.168.15.2 is-at 00:50:56:e8:23:fc (oui Unknown), length 46
17:07:57.827318 IP 192.168.15.129.36885 > 192.168.15.130.20005: Flags [S], seq 2929815573, win 1024, options [mss 1460], length 0
17:07:57.827829 IP 192.168.15.130.20005 > 192.168.15.129.36885: Flags [R.], seq 0, ack 2929815574, win 0, length 0
17:07:57.838199 IP 192.168.15.129.36885 > 192.168.15.130.1007: Flags [S], seq 2929815573, win 1024, options [mss 1460], length 0
17:07:57.838570 IP 192.168.15.130.1007 > 192.168.15.129.36885: Flags [R.], seq 0, ack 2929815574, win 0, length 0
17:07:57.849315 IP 192.168.15.129.36885 > 192.168.15.130.27715: Flags [S], seq 2929815573, win 1024, options [mss 1460], length 0
17:07:57.850578 IP 192.168.15.130.27715 > 192.168.15.129.36885: Flags [R.], seq 0, ack 2929815574, win 0, length 0
17:07:57.860332 IP 192.168.15.129.36885 > 192.168.15.130.2500: Flags [S], seq 2929815573, win 1024, options [mss 1460], length 0
17:07:57.860741 IP 192.168.15.130.2500 > 192.168.15.129.36885: Flags [R.], seq 0, ack 2929815574, win 0, length 0
17:07:57.870524 IP 192.168.15.129.36885 > 192.168.15.130.987: Flags [S], seq 2929815573, win 1024, options [mss 1460], length 0
17:07:57.871069 IP 192.168.15.130.987 > 192.168.15.129.36885: Flags [R.], seq 0, ack 2929815574, win 0, length 0
17:07:57.881451 IP 192.168.15.129.36885 > 192.168.15.130.2725: Flags [S], seq 2929815573, win 1024, options [mss 1460], length 0
17:07:57.882893 IP 192.168.15.130.2725 > 192.168.15.129.36885: Flags [R.], seq 0, ack 2929815574, win 0, length 0
17:07:57.891633 IP 192.168.15.129.36885 > 192.168.15.130.6543: Flags [S], seq 2929815573, win 1024, options [mss 1460], length 0
17:07:57.892148 IP 192.168.15.130.6543 > 192.168.15.129.36885: Flags [R.], seq 0, ack 2929815574, win 0, length 0
17:07:57.927883 IP 192.168.15.129.36886 > 192.168.15.130.20005: Flags [S], seq 2929881110, win 1024, options [mss 1460], length 0
17:07:57.928403 IP 192.168.15.130.20005 > 192.168.15.129.36886: Flags [R.], seq 0, ack 2929881111, win 0, length 0
17:07:57.939018 IP 192.168.15.129.36886 > 192.168.15.130.1007: Flags [S], seq 2929881110, win 1024, options [mss 1460], length 0
17:07:57.941007 IP 192.168.15.130.1007 > 192.168.15.129.36886: Flags [R.], seq 0, ack 2929881111, win 0, length 0
17:07:57.949990 IP 192.168.15.129.36886 > 192.168.15.130.27715: Flags [S], seq 2929881110, win 1024, options [mss 1460], length 0
17:07:57.950483 IP 192.168.15.130.27715 > 192.168.15.129.36886: Flags [R.], seq 0, ack 2929881111, win 0, length 0
17:07:57.961023 IP 192.168.15.129.36886 > 192.168.15.130.2500: Flags [S], seq 2929881110, win 1024, options [mss 1460], length 0
17:07:57.963989 IP 192.168.15.130.2500 > 192.168.15.129.36886: Flags [R.], seq 0, ack 2929881111, win 0, length 0
17:07:57.972029 IP 192.168.15.129.36886 > 192.168.15.130.987: Flags [S], seq 2929881110, win 1024, options [mss 1460], length 0
17:07:57.972530 IP 192.168.15.130.987 > 192.168.15.129.36886: Flags [R.], seq 0, ack 2929881111, win 0, length 0
17:07:57.982913 IP 192.168.15.129.36886 > 192.168.15.130.2725: Flags [S], seq 2929881110, win 1024, options [mss 1460], length 0
17:07:57.984200 IP 192.168.15.130.2725 > 192.168.15.129.36886: Flags [R.], seq 0, ack 2929881111, win 0, length 0
17:07:57.994122 IP 192.168.15.129.36886 > 192.168.15.130.6543: Flags [S], seq 2929881110, win 1024, options [mss 1460], length 0
17:07:57.994655 IP 192.168.15.130.6543 > 192.168.15.129.36886: Flags [R.], seq 0, ack 2929881111, win 0, length 0
17:07:58.028067 IP 192.168.15.129.36885 > 192.168.15.130.cvspserver: Flags [S], seq 2929815573, win 1024, options [mss 1460], length 0
17:07:58.028446 IP 192.168.15.130.cvspserver > 192.168.15.129.36885: Flags [R.], seq 0, ack 2929815574, win 0, length 0
17:07:58.039032 IP 192.168.15.129.36885 > 192.168.15.130.57294: Flags [S], seq 2929815573, win 1024, options [mss 1460], length 0
17:07:58.039455 IP 192.168.15.130.57294 > 192.168.15.129.36885: Flags [R.], seq 0, ack 2929815574, win 0, length 0
17:07:58.051484 IP 192.168.15.129.36885 > 192.168.15.130.44176: Flags [S], seq 2929815573, win 1024, options [mss 1460], length 0
17:07:58.051983 IP 192.168.15.130.44176 > 192.168.15.129.36885: Flags [R.], seq 0, ack 2929815574, win 0, length 0
17:07:58.062333 IP 192.168.15.129.36885 > 192.168.15.130.20031: Flags [S], seq 2929815573, win 1024, options [mss 1460], length 0
17:07:58.062815 IP 192.168.15.130.20031 > 192.168.15.129.36885: Flags [R.], seq 0, ack 2929815574, win 0, length 0
17:07:58.073287 IP 192.168.15.129.36885 > 192.168.15.130.2046: Flags [S], seq 2929815573, win 1024, options [mss 1460], length 0
17:07:58.073792 IP 192.168.15.130.2046 > 192.168.15.129.36885: Flags [R.], seq 0, ack 2929815574, win 0, length 0
17:07:58.084372 IP 192.168.15.129.36885 > 192.168.15.130.3325: Flags [S], seq 2929815573, win 1024, options [mss 1460], length 0
17:07:58.085105 IP 192.168.15.130.3325 > 192.168.15.129.36885: Flags [R.], seq 0, ack 2929815574, win 0, length 0
17:07:58.095783 IP 192.168.15.129.36885 > 192.168.15.130.1503: Flags [S], seq 2929815573, win 1024, options [mss 1460], length 0
17:07:58.096522 IP 192.168.15.130.1503 > 192.168.15.129.36885: Flags [R.], seq 0, ack 2929815574, win 0, length 0
17:07:58.128800 IP 192.168.15.129.36886 > 192.168.15.130.cvspserver: Flags [S], seq 2929881110, win 1024, options [mss 1460], length 0
17:07:58.129436 IP 192.168.15.130.cvspserver > 192.168.15.129.36886: Flags [R.], seq 0, ack 2929881111, win 0, length 0
17:07:58.140152 IP 192.168.15.129.36886 > 192.168.15.130.57294: Flags [S], seq 2929881110, win 1024, options [mss 1460], length 0
17:07:58.140841 IP 192.168.15.130.57294 > 192.168.15.129.36886: Flags [R.], seq 0, ack 2929881111, win 0, length 0
17:07:58.154134 IP 192.168.15.129.36886 > 192.168.15.130.44176: Flags [S], seq 2929881110, win 1024, options [mss 1460], length 0
17:07:58.154819 IP 192.168.15.130.44176 > 192.168.15.129.36886: Flags [R.], seq 0, ack 2929881111, win 0, length 0
17:07:58.165017 IP 192.168.15.129.36886 > 192.168.15.130.20031: Flags [S], seq 2929881110, win 1024, options [mss 1460], length 0
17:07:58.165782 IP 192.168.15.130.20031 > 192.168.15.129.36886: Flags [R.], seq 0, ack 2929881111, win 0, length 0
17:07:58.176168 IP 192.168.15.129.36886 > 192.168.15.130.2046: Flags [S], seq 2929881110, win 1024, options [mss 1460], length 0
17:07:58.176932 IP 192.168.15.130.2046 > 192.168.15.129.36886: Flags [R.], seq 0, ack 2929881111, win 0, length 0
17:07:58.187201 IP 192.168.15.129.36886 > 192.168.15.130.3325: Flags [S], seq 2929881110, win 1024, options [mss 1460], length 0
17:07:58.187928 IP 192.168.15.130.3325 > 192.168.15.129.36886: Flags [R.], seq 0, ack 2929881111, win 0, length 0
17:07:58.198238 IP 192.168.15.129.36886 > 192.168.15.130.1503: Flags [S], seq 2929881110, win 1024, options [mss 1460], length 0
17:07:58.198976 IP 192.168.15.130.1503 > 192.168.15.129.36886: Flags [R.], seq 0, ack 2929881111, win 0, length 0
17:07:58.209270 IP 192.168.15.129.36885 > 192.168.15.130.bgpd: Flags [S], seq 2929815573, win 1024, options [mss 1460], length 0
17:07:58.210008 IP 192.168.15.130.bgpd > 192.168.15.129.36885: Flags [R.], seq 0, ack 2929815574, win 0, length 0
17:07:58.220323 IP 192.168.15.129.36885 > 192.168.15.130.3369: Flags [S], seq 2929815573, win 1024, options [mss 1460], length 0
17:07:58.221058 IP 192.168.15.130.3369 > 192.168.15.129.36885: Flags [R.], seq 0, ack 2929815574, win 0, length 0
17:07:58.231044 IP 192.168.15.129.36885 > 192.168.15.130.5718: Flags [S], seq 2929815573, win 1024, options [mss 1460], length 0
17:07:58.231706 IP 192.168.15.130.5718 > 192.168.15.129.36885: Flags [R.], seq 0, ack 2929815574, win 0, length 0
17:07:58.310455 IP 192.168.15.129.36886 > 192.168.15.130.bgpd: Flags [S], seq 2929881110, win 1024, options [mss 1460], length 0
17:07:58.311198 IP 192.168.15.130.bgpd > 192.168.15.129.36886: Flags [R.], seq 0, ack 2929881111, win 0, length 0
17:07:58.320612 IP 192.168.15.129.36886 > 192.168.15.130.3369: Flags [S], seq 2929881110, win 1024, options [mss 1460], length 0
17:07:58.321316 IP 192.168.15.130.3369 > 192.168.15.129.36886: Flags [R.], seq 0, ack 2929881111, win 0, length 0
17:07:58.331577 IP 192.168.15.129.36886 > 192.168.15.130.5718: Flags [S], seq 2929881110, win 1024, options [mss 1460], length 0
17:07:58.332312 IP 192.168.15.130.5718 > 192.168.15.129.36886: Flags [R.], seq 0, ack 2929881111, win 0, length 0
17:07:58.567098 IP 192.168.15.130.1059 > 13.107.21.200.http: Flags [P.], seq 758:1432, ack 290, win 17231, length 674
17:07:58.567804 IP 13.107.21.200.http > 192.168.15.130.1059: Flags [.], ack 1432, win 64240, length 0
17:07:58.572751 IP 192.168.15.130.1062 > 13.107.21.200.http: Flags [S], seq 4070291475, win 16384, options [mss 1460,nop,nop,sackOK], length 0
17:07:58.605700 IP 13.107.21.200.http > 192.168.15.130.1062: Flags [S.], seq 1346771000, ack 4070291476, win 64240, options [mss 1460], length 0
17:07:58.606275 IP 192.168.15.130.1062 > 13.107.21.200.http: Flags [.], ack 1, win 17520, length 0
17:07:58.607096 IP 192.168.15.130.1062 > 13.107.21.200.http: Flags [P.], seq 1:679, ack 1, win 17520, length 678
17:07:58.607537 IP 13.107.21.200.http > 192.168.15.130.1062: Flags [.], ack 679, win 64240, length 0
17:07:58.615815 IP 192.168.15.130.1063 > 13.107.21.200.http: Flags [S], seq 4070325723, win 16384, options [mss 1460,nop,nop,sackOK], length 0
17:07:58.617263 IP 192.168.15.130.1064 > 13.107.21.200.http: Flags [S], seq 4070399840, win 16384, options [mss 1460,nop,nop,sackOK], length 0
17:07:58.620590 IP 13.107.21.200.http > 192.168.15.130.1059: Flags [P.], seq 290:1750, ack 1432, win 64240, length 1460
17:07:58.621426 IP 13.107.21.200.http > 192.168.15.130.1059: Flags [P.], seq 1750:3210, ack 1432, win 64240, length 1460
17:07:58.621641 IP 13.107.21.200.http > 192.168.15.130.1059: Flags [P.], seq 3210:7089, ack 1432, win 64240, length 3879
17:07:58.621754 IP 192.168.15.130.1059 > 13.107.21.200.http: Flags [.], ack 3210, win 17520, length 0
17:07:58.622104 IP 192.168.15.130.1059 > 13.107.21.200.http: Flags [.], ack 6130, win 17520, length 0
17:07:58.622211 IP 192.168.15.130.1059 > 13.107.21.200.http: Flags [.], ack 7089, win 16561, length 0
17:07:58.625597 IP 192.168.15.130.1059 > 13.107.21.200.http: Flags [P.], seq 1432:2144, ack 7089, win 16561, length 712
17:07:58.625944 IP 13.107.21.200.http > 192.168.15.130.1059: Flags [.], ack 2144, win 64240, length 0
17:07:58.647263 IP 13.107.21.200.http > 192.168.15.130.1063: Flags [S.], seq 1482835345, ack 4070325724, win 64240, options [mss 1460], length 0
17:07:58.647661 IP 192.168.15.130.1063 > 13.107.21.200.http: Flags [.], ack 1, win 17520, length 0
17:07:58.648250 IP 192.168.15.130.1063 > 13.107.21.200.http: Flags [P.], seq 1:718, ack 1, win 17520, length 717
17:07:58.648492 IP 13.107.21.200.http > 192.168.15.130.1063: Flags [.], ack 718, win 64240, length 0
17:07:58.650641 IP 13.107.21.200.http > 192.168.15.130.1062: Flags [P.], seq 1:1461, ack 679, win 64240, length 1460
17:07:58.650755 IP 13.107.21.200.http > 192.168.15.130.1062: Flags [P.], seq 1461:4381, ack 679, win 64240, length 2920
17:07:58.650847 IP 13.107.21.200.http > 192.168.15.130.1062: Flags [P.], seq 4381:5841, ack 679, win 64240, length 1460
17:07:58.651188 IP 192.168.15.130.1062 > 13.107.21.200.http: Flags [.], ack 2921, win 17520, length 0
17:07:58.651249 IP 13.107.21.200.http > 192.168.15.130.1062: Flags [P.], seq 5841:6571, ack 679, win 64240, length 730
17:07:58.651396 IP 192.168.15.130.1062 > 13.107.21.200.http: Flags [.], ack 5841, win 17520, length 0
17:07:58.652780 IP 13.107.21.200.http > 192.168.15.130.1064: Flags [S.], seq 1408322100, ack 4070399841, win 64240, options [mss 1460], length 0
17:07:58.654023 IP 192.168.15.130.1064 > 13.107.21.200.http: Flags [.], ack 1, win 17520, length 0
17:07:58.655282 IP 192.168.15.130.1064 > 13.107.21.200.http: Flags [P.], seq 1:715, ack 1, win 17520, length 714
17:07:58.655592 IP 13.107.21.200.http > 192.168.15.130.1064: Flags [.], ack 715, win 64240, length 0
17:07:58.667543 IP 13.107.21.200.http > 192.168.15.130.1059: Flags [P.], seq 7089:7867, ack 2144, win 64240, length 778
17:07:58.703887 IP 13.107.21.200.http > 192.168.15.130.1063: Flags [P.], seq 1:826, ack 718, win 64240, length 825
17:07:58.705044 IP 13.107.21.200.http > 192.168.15.130.1064: Flags [P.], seq 1:955, ack 715, win 64240, length 954
17:07:58.751967 IP 13.107.21.200.http > 192.168.15.130.1062: Flags [P.], seq 5841:6571, ack 679, win 64240, length 730
17:07:58.759515 IP 192.168.15.130.1062 > 13.107.21.200.http: Flags [.], ack 6571, win 16790, length 0
17:07:58.766681 IP 13.107.21.200.http > 192.168.15.130.1059: Flags [P.], seq 7089:7867, ack 2144, win 64240, length 778
17:07:58.766983 IP 192.168.15.130.1059 > 13.107.21.200.http: Flags [.], ack 7867, win 17520, length 0
17:07:58.789879 IP 192.168.15.130.1062 > 13.107.21.200.http: Flags [P.], seq 679:1496, ack 6571, win 16790, length 817
17:07:58.790219 IP 13.107.21.200.http > 192.168.15.130.1062: Flags [.], ack 1496, win 64240, length 0
17:07:58.803928 IP 13.107.21.200.http > 192.168.15.130.1063: Flags [P.], seq 1:826, ack 718, win 64240, length 825
17:07:58.804204 IP 192.168.15.130.1063 > 13.107.21.200.http: Flags [.], ack 826, win 16695, length 0
17:07:58.804903 IP 13.107.21.200.http > 192.168.15.130.1064: Flags [P.], seq 1:955, ack 715, win 64240, length 954
17:07:58.805135 IP 192.168.15.130.1064 > 13.107.21.200.http: Flags [.], ack 955, win 16566, length 0
17:07:58.825396 IP 13.107.21.200.http > 192.168.15.130.1062: Flags [P.], seq 6571:6754, ack 1496, win 64240, length 183
17:07:58.847595 IP 192.168.15.130.1059 > 13.107.21.200.http: Flags [P.], seq 2144:2873, ack 7867, win 17520, length 729
17:07:58.847846 IP 13.107.21.200.http > 192.168.15.130.1059: Flags [.], ack 2873, win 64240, length 0
17:07:58.848512 IP 192.168.15.130.1063 > 13.107.21.200.http: Flags [P.], seq 718:1451, ack 826, win 16695, length 733
17:07:58.848660 IP 13.107.21.200.http > 192.168.15.130.1063: Flags [.], ack 1451, win 64240, length 0
17:07:58.850339 IP 192.168.15.130.1064 > 13.107.21.200.http: Flags [P.], seq 715:1437, ack 955, win 16566, length 722
17:07:58.850560 IP 13.107.21.200.http > 192.168.15.130.1064: Flags [.], ack 1437, win 64240, length 0
17:07:58.851003 IP 192.168.15.130.1062 > 13.107.21.200.http: Flags [P.], seq 1496:2224, ack 6754, win 16607, length 728
17:07:58.851249 IP 13.107.21.200.http > 192.168.15.130.1062: Flags [.], ack 2224, win 64240, length 0
17:07:58.852191 IP 192.168.15.130.1062 > 13.107.21.200.http: Flags [R], seq 4070293699, win 0, length 0
17:07:58.852652 IP 192.168.15.130.1064 > 13.107.21.200.http: Flags [R], seq 4070401277, win 0, length 0
17:07:58.853123 IP 192.168.15.130.1063 > 13.107.21.200.http: Flags [R], seq 4070327174, win 0, length 0
17:07:58.853575 IP 192.168.15.130.1059 > 13.107.21.200.http: Flags [R], seq 4069591654, win 0, length 0
17:07:58.854618 IP 192.168.15.130.1065 > 13.107.21.200.http: Flags [S], seq 4070502705, win 16384, options [mss 1460,nop,nop,sackOK], length 0
17:07:58.890289 IP 13.107.21.200.http > 192.168.15.130.1065: Flags [S.], seq 1504842002, ack 4070502706, win 64240, options [mss 1460], length 0
17:07:58.890614 IP 192.168.15.130.1065 > 13.107.21.200.http: Flags [R], seq 4070502706, win 0, length 0
17:07:59.615058 IP 192.168.15.130.1066 > 13.107.21.200.http: Flags [S], seq 4070737910, win 16384, options [mss 1460,nop,nop,sackOK], length 0
17:07:59.648153 IP 13.107.21.200.http > 192.168.15.130.1066: Flags [S.], seq 1129596310, ack 4070737911, win 64240, options [mss 1460], length 0
17:07:59.648834 IP 192.168.15.130.1066 > 13.107.21.200.http: Flags [.], ack 1, win 17520, length 0
17:07:59.649650 IP 192.168.15.130.1066 > 13.107.21.200.http: Flags [P.], seq 1:756, ack 1, win 17520, length 755
17:07:59.650096 IP 13.107.21.200.http > 192.168.15.130.1066: Flags [.], ack 756, win 64240, length 0
17:07:59.694157 IP 13.107.21.200.http > 192.168.15.130.1066: Flags [P.], seq 1:290, ack 756, win 64240, length 289
17:07:59.794262 IP 13.107.21.200.http > 192.168.15.130.1066: Flags [P.], seq 1:290, ack 756, win 64240, length 289
17:07:59.794989 IP 192.168.15.130.1066 > 13.107.21.200.http: Flags [.], ack 290, win 17231, length 0
17:07:59.828031 IP 192.168.15.130.1026 > 192.168.15.2.domain: 12+ A? mail.yahoo.com. (32)
17:07:59.863457 IP 192.168.15.2.domain > 192.168.15.130.1026: 12 3/0/0 CNAME fd-geoycpi-uno.gycpi.b.yahoodns.net., A 69.147.64.33, A 69.147.64.34 (113)
17:07:59.865224 IP 192.168.15.130.1067 > 69.147.64.33.http: Flags [S], seq 4070835081, win 16384, options [mss 1460,nop,nop,sackOK], length 0
17:07:59.897759 IP 69.147.64.33.http > 192.168.15.130.1067: Flags [S.], seq 1294679825, ack 4070835082, win 64240, options [mss 1460], length 0
17:07:59.898485 IP 192.168.15.130.1067 > 69.147.64.33.http: Flags [.], ack 1, win 17520, length 0
17:07:59.898952 IP 192.168.15.130.1067 > 69.147.64.33.http: Flags [P.], seq 1:390, ack 1, win 17520, length 389
17:07:59.899224 IP 69.147.64.33.http > 192.168.15.130.1067: Flags [.], ack 390, win 64240, length 0
17:07:59.967632 IP 69.147.64.33.http > 192.168.15.130.1067: Flags [P.], seq 1:704, ack 390, win 64240, length 703
17:07:59.970359 IP 192.168.15.130.1068 > 67.195.204.151.https: Flags [S], seq 4070892989, win 16384, options [mss 1460,nop,nop,sackOK], length 0
17:08:00.008578 IP 67.195.204.151.https > 192.168.15.130.1068: Flags [S.], seq 1952384158, ack 4070892990, win 64240, options [mss 1460], length 0
17:08:00.009421 IP 192.168.15.130.1068 > 67.195.204.151.https: Flags [.], ack 1, win 17520, length 0
17:08:00.010605 IP 192.168.15.130.1068 > 67.195.204.151.https: Flags [P.], seq 1:79, ack 1, win 17520, length 78
17:08:00.010982 IP 67.195.204.151.https > 192.168.15.130.1068: Flags [.], ack 79, win 64240, length 0
17:08:00.052111 IP 67.195.204.151.https > 192.168.15.130.1068: Flags [FP.], seq 1, ack 79, win 64240, length 0
17:08:00.052836 IP 192.168.15.130.1068 > 67.195.204.151.https: Flags [.], ack 2, win 17520, length 0
17:08:00.053438 IP 192.168.15.130.1068 > 67.195.204.151.https: Flags [F.], seq 79, ack 2, win 17520, length 0
17:08:00.053886 IP 67.195.204.151.https > 192.168.15.130.1068: Flags [.], ack 80, win 64239, length 0
17:08:00.056027 IP 192.168.15.130.1069 > 67.195.204.151.https: Flags [S], seq 4070980925, win 16384, options [mss 1460,nop,nop,sackOK], length 0
17:08:00.067440 IP 69.147.64.33.http > 192.168.15.130.1067: Flags [P.], seq 1:704, ack 390, win 64240, length 703
17:08:00.068253 IP 192.168.15.130.1067 > 69.147.64.33.http: Flags [.], ack 704, win 16817, length 0
17:08:00.096128 IP 67.195.204.151.https > 192.168.15.130.1069: Flags [S.], seq 265884917, ack 4070980926, win 64240, options [mss 1460], length 0
17:08:00.096887 IP 192.168.15.130.1069 > 67.195.204.151.https: Flags [.], ack 1, win 17520, length 0
17:08:00.097939 IP 192.168.15.130.1069 > 67.195.204.151.https: Flags [P.], seq 1:46, ack 1, win 17520, length 45
17:08:00.098352 IP 67.195.204.151.https > 192.168.15.130.1069: Flags [.], ack 46, win 64240, length 0
17:08:00.146605 IP 67.195.204.151.https > 192.168.15.130.1069: Flags [FP.], seq 1, ack 46, win 64240, length 0
17:08:00.147434 IP 192.168.15.130.1069 > 67.195.204.151.https: Flags [.], ack 2, win 17520, length 0
17:08:00.147928 IP 192.168.15.130.1069 > 67.195.204.151.https: Flags [F.], seq 46, ack 2, win 17520, length 0
